161,9,a51e,26,116,9,5,38,4.541,0
445,9,ea6c,14,421,9,18,419,7.97,0
475,9,ea6c,15,421,9,18,419,7.4,0
502,19,ea6c,15,421,9,18,419,8.511,0
552,19,ea6c,16,301,9,13,278,7.769,0
752,19,ea6c,16.5,301,9,13,278,6.896,0
767,8,e38e,8,116,9,5,10,5.192,0
972,19,ea6c,16.5,277,9,12,268,5.706,0
986,19,a51e,27,421,9,18,419,8.499,0
1016,19,a51e,30.5,301,9,13,278,7.975,0
19,9,a51e,26.5,1345,9,59,1330,6.314,0
22,19,a51e,26.5,277,9,12,268,7.532,0
41,9,a51e,26,1057,9,46,1038,9.522,0
62,19,a51e,26.5,928,9,41,922,8.539,0
72,19,a51e,30.5,301,9,13,278,6.845,0
105,9,a51e,27,1057,9,46,1038,8.528,0
169,7,ea6c,21,285,9,57,278,5.618,0
191,19,a51e,25.5,928,9,41,922,9.554,0
192,9,a51e,27,106,9,5,4,14.546,0
272,19,a51e,32,301,9,13,278,6.477,0
364,9,a51e,26,928,9,41,922,7.647,0
415,9,a51e,26,116,9,5,26,7.188,0
473,9,a51e,26,388,9,17,384,10.492,0
515,7,ea6c,15,84,9,17,82,6.565,0
522,9,a51e,26,277,9,12,268,9.624,0
525,9,a51e,26,161,9,7,160,6.771,0
528,9,a51e,26.5,944,9,45,932,9.549,0
618,9,ea6c,15,116,9,5,26,7.316,0
673,9,a51e,27,388,9,17,384,9.489,0
703,19,a51e,27,928,9,41,922,9.522,0
704,9,a51e,26,106,9,5,4,14.511,0
1008,9,e38e,9.5,437,9,21,429,7.565,0
14,9,e38e,9.5,277,9,12,268,7.067,0
44,9,e38e,8.5,277,9,12,268,6.583,0
94,9,e38e,10.5,277,9,12,268,5.863,0
130,7,e38e,8,30,9,6,26,10.191,0
313,19,e38e,7,277,9,12,268,1.098,0
326,9,e38e,10,116,9,5,26,9.066,0
326,19,e38e,11,116,9,5,44,14.042,0
328,19,e38e,13,116,9,5,92,9.669,9.467392
329,9,e38e,10,161,9,7,152,14.698,9.467392
330,9,e38e,9,116,9,5,26,0.63,17.57568
332,9,a51e,26,1345,9,59,1330,9.271,0
332,9,e38e,11.5,116,9,5,26,8.668,14.25408
332,19,a51e,26.5,1345,9,59,1345,13.977,0
332,19,e38e,10.5,116,9,5,44,13.653,14.25408
335,7,a51e,25.5,528,10,106,1330,9.992,8.49408
335,8,a51e,25.5,816,10,36,802,9.992,8.49408
335,8,e38e,12.5,116,10,5,26,10.066,18.029823
335,17,a51e,26.5,528,10,106,1462,15.011,8.49408
335,18,a51e,26.5,944,10,41,934,15.011,8.49408
335,18,e38e,11.5,161,10,7,160,15.096,18.029823
336,18,a51e,27,2241,10,106,2278,19.477,8.49408
336,19,a51e,27,116,10,5,37,19.477,8.49408
337,17,e38e,12,161,10,32,160,13.12,18.029823
338,19,a51e,26,2433,10,106,2690,14.934,24.984064
339,7,a51e,26,261,10,51,257,14.934,24.002815
339,7,e38e,11,30,10,6,26,1.939,31.701759
340,17,a51e,24.5,84,10,17,82,8.335,24.002815
340,19,a51e,25.5,1249,10,54,1246,10.648,24.002815
340,19,e38e,12,116,10,5,26,9.579,33.397758
341,8,a51e,27.5,116,10,5,81,15.172,32.434433
341,9,a51e,26.5,1441,10,63,1441,15.666,32.434433
341,9,e38e,12,116,10,5,44,14.608,33.397758
342,9,a51e,24.5,1345,10,59,1330,0.799,28.3008
342,9,e38e,12,116,10,5,82,3.089,35.924992
343,18,e38e,10.5,116,10,5,26,5.871,45.846783
343,19,a51e,26,1345,10,59,1330,4.25,22.373632
343,19,e38e,11.5,116,10,5,82,4.058,45.846783
346,9,a51e,26.5,1345,11,53,1330,6.034,13.620224
346,9,e38e,11,129,11,5,26,5.026,40.380161
347,9,a51e,26,1345,11,53,1330,2.775,13.620224
348,9,a51e,26.5,1345,11,53,1330,0.871,13.242368
348,9,e38e,11,129,11,5,82,0.626,37.060352
350,9,a51e,26,1345,11,53,1330,9.198,10.330112
350,9,e38e,12,129,11,5,26,8.662,39.867393
350,19,a51e,26.5,1345,11,53,1345,14.218,10.330112
350,19,e38e,11.5,129,11,5,31,13.64,39.867393
352,19,a51e,35,1345,11,53,1340,9.657,13.654528
352,19,e38e,10.5,129,11,5,92,10.077,33.673218
353,9,a51e,26.5,1473,11,58,1461,14.705,13.654528
354,9,a51e,26.5,1345,11,53,1330,1.025,13.654528
354,19,e38e,12,149,12,5,26,6.568,27.067904
355,19,e38e,8,149,12,5,26,3.658,26.569471
356,9,a51e,26,1345,12,46,1330,9.462,12.375296
357,7,a51e,26,672,12,106,1330,3.347,12.375296
357,8,a51e,26,672,12,23,658,3.347,12.375296
357,8,e38e,11.5,149,12,5,26,2.596,14.026496
357,9,a51e,26.5,149,12,5,102,7.872,12.375296
358,7,a51e,26.5,528,12,83,774,0.971,16.806911
358,8,a51e,26.5,261,12,9,246,0.971,16.806911
358,18,a51e,25.5,496,12,17,484,9.915,16.806911
358,18,e38e,10,149,12,5,26,5.502,16.504831
359,7,a51e,26.5,44,12,7,39,10.433,20.219648
359,9,a51e,26.5,1313,12,45,1286,15.472,20.219648
359,9,e38e,9.5,149,12,5,26,2.878,16.504831
359,18,a51e,26.5,149,12,5,17,7.478,20.219648
360,9,a51e,27,1345,12,50,1340,0.766,20.219648
360,9,e38e,9.5,133,12,5,36,0.684,16.504831
362,9,a51e,26,1345,12,46,1330,9.36,21.351936
362,9,e38e,11,149,12,5,82,9.517,16.504831
362,19,a51e,26.5,1345,12,46,1345,14.353,26.84288
362,19,e38e,10,149,12,5,119,14.502,16.504831
363,19,e38e,12,149,12,5,49,2.812,60.05888
364,19,a51e,26,1345,12,46,1330,9.672,19.529217
365,9,a51e,25.5,1345,13,41,1345,14.705,16.280577
365,9,e38e,11.5,149,12,5,26,3.109,52.104191
366,9,a51e,25.5,1345,13,41,1330,1.639,16.280577
367,19,e38e,9,149,12,5,26,4.647,46.007809
368,9,a51e,26.5,1345,13,45,1340,9.43,17.130239
368,19,a51e,29.5,1377,13,42,1355,14.415,17.130239
368,19,e38e,11.5,149,12,5,36,2.1,47.042816
369,9,a51e,26.5,165,13,5,69,6.911,23.82848
370,7,a51e,26.5,752,13,106,1330,1.386,23.82848
